paper_id,title,abstract
s2orc_13385,Computation of Extended Suzuki Mobile Fading Channel (Type I) Parameters,"The analysis and modeling of mobile fading communications channels has been an active research topic since early beginnings of mobile radio systems. In mobile wireless communication systems, the multipath propagation in addition to the movement of the receiver and/or the transmitter leads to drastic and random fluctuations of the received signal. For flat fading channels, the extended Suzuki process of type (I) has been proposed as a stochastic model of such received signal fluctuations. In this paper we discuss this stochastic model and an appropriate deterministic model, and subsequently present and analyze simulation results based on these models. In this paper, a method to mitigate the effect of multipath propagation using an adaptive array antenna is presented. It is shown that by controlling a number of active elements and their spacing the array’s capability to eliminate scattered signals can be enhanced in the presence of pointing errors."
s2orc_13386,The Added Value of 18-Fluorodeoxyglucose-Positron Emission Tomography in the Diagnosis of the Behavioral Variant of Frontotemporal Dementia,Characteristic frontotemporal abnormalities on structural or functional neuroimaging are mandatory for a diagnosis of probable behavioral variant of frontotemporal dementia (bvFTD) according to the new criteria. 18-Fluorodeoxyglucose-positron emission tomography (18F-FDG-PET) imaging is commonly reserved for patients with suspected bvFTD without characteristic structural neuroimaging results. We studied the diagnostic value of 18F-FDG-PET in these patients.Methods:The 18F-FDG-PET was performed in 52 patients with suspected bvFTD but lacking characteristic structural neuroimaging results. The clinical diagnosis of bvFTD in the presence of functional decline (bvFTD/fd+) after a follow-up period of 2 years was used as a golden standard.Results:The sensitivity of 18F-FDG-PET for bvFTD/fd+ was 47% at a specificity of 92%. The differential diagnosis comprised alternative neurodegenerative and psychiatric disorders and a benign phenocopy of bvFTD.Conclusions:The 18F-FDG-PET is able to identify nearly half of the...
s2orc_13387,Undecidability of the elementary theory of the semilattice of GLP-words,"The Lindenbaum algebra of Peano PA can be enriched by the -consistency operators which assign, to a given formula, the statement that the formula is compatible with the theory PA extended by the set of all true -sentences. In the Lindenbaum algebra of PA, a lower semilattice is generated from by the -consistency operators. We prove the undecidability of the elementary theory of this semilattice and the decidability of the elementary theory of the subsemilattice (of this semilattice) generated by the 0-consistency and -consistency operators only. Bibliography: 16 titles."
s2orc_13388,Seedling establishment of Quercus insignis: A critically endangered oak tree species in southern Mexico,"Abstract Quercus insignis has some of the largest acorns of any oak in the world and according to current red lists is considered critically endangered in Mexico and near threatened in Guatemala and Panama. In spite of this there have been no studies of its regeneration ecology with the aim of implementing species recovery plans. In this study, one-year-old seedlings were introduced into an abandoned grassland where Q. insignis adults were present in small remnant forest patches. A total of 1044 seedlings were planted and their survival and growth monitored over four years. An experiment was designed to test the relative effects of seeding location (open area vs. under vegetation cover) and soil treatment (native soil vs. soil with compost). After 50 months, only 26% of the seedlings planted survived; plants growing in shade had higher survival (34.4 vs. 18.6%) and increased more in height (0.0264 ± 0.010 vs. 0.0207 ± 0.011 cm cm −1 month −1 , respectively) than seedlings growing in full light ( P P P"
s2orc_13389,DYNAMIC DEFEATING FOR RECORDS INTEGRITY AND STAY SEPARATED FACILITIES IN WIRELESS SENSOR NETWORKS,"Applications running on the same Wireless Sensor Network (WSN) platform usually has different Quality of Service (QoS) requirements. Two basic requirements are low delay and high data integrity. However, in most situations, these two requirements cannot be satisfied simultaneously. Based on the concept of potential in physics, IDDR is proposed, which is a multi-path dynamic routing algorithm, to resolve this conflict. By constructing a virtual hybrid potential field, IDDR separates packets of applications with different QoS requirements according to the weight assigned to each packet, and routes them towards the sink through different paths to improve the data fidelity for integrity-sensitive applications as well as reduce the end-to-end delay for delay-sensitive ones."
s2orc_13390,Combined cytotoxicity of aflatoxin B1 and deoxynivalenol to hepatoma HepG2/C3A cells,"Co-occurrence of aflatoxin B1 (AFB1) and deoxynivalenol (DON) is one of the most common mycotoxin contaminations in cereal crops and food ingredients. However, the mechanism of their combined toxicity is poorly understood. In the current investigation, the hepatoma HepG2/C3A cell line was used to explore the combined cytotoxicity of AFB1 and DON. The values of IC50, based on a sulforhodamine B (SRB) assay, were 4.5 mM and 18.7 mM for DON and AFB1, respectively. The analysis of cytotoxicity endpoints using the combination index (CI) theory revealed that the changes of mitochondrial membrane permeability and ATP resulted from an additive cytotoxic effect (CI≈1) of AFB1 and DON. However, the endpoints of double strand DNA (ds-DNA), reactive oxygen species (ROS) and cell viability (SRB) were synergistically (CI<1) affected in a dose-dependent manner. RNA-seq analysis demonstrated a number of uniquely expressed genes in their combination (AFB1: 2.5 mM, DON: 0.56 mM), indicating a synergistic interaction betwee..."
s2orc_13391,"Size, innovation and internationalization: a survival analysis of Italian firms","The birth of new firms and their survival in the market are often seen as crucial for economic growth and competitiveness in a modern economy. This paper focuses on business demography of Italian firms, using an original dataset obtained by merging Capitalia-Reprint and AIDA, to identify the relationships among firms’ characteristics their demographic dynamics and survival. We show that size and technological level affect survival probability. Internationalized firms show higher failure risk: on average competition is stronger on international markets, forcing firms to be more efficient. An Italian long lasting successful internationalized firm is a high-tech, large and innovating firm."
s2orc_13392,Based on the PS/T Method Control Design of Flexible Systems,"The lightly damped resonant poles of flexible system increased norm of coprime factor perturbation, which reduced robust of system after loop shaping design. This paper proposes approaches considering the performance of constraints, to select performance weight function through disturbance attenuation and to adjust the complementary sensitivity weight function through design index. The flexible satellite's attitude control demonstrates that the two approaches are able to rapidly select weight function under ensuring the system's robust and have the ability to depress disturbance."
s2orc_13393,Extraction Technology of Maslinic Acid and Oleanolic Acid from Olea europare L.Pomace,"The extraction process of maslinic acid(MA) and oleanolic acid(OA) from the raw material Olea europare L.pomace has been studied.The optimum conditions of extracting MA and OA was ascertained with orthogonal experiment method by taking extraction rate of MA and OA,and total yield of extracts as index.The optimum extraction conditions were:φ(CH3CH2OH)=90% ethanol,the ratio of raw materials to solvent 1:10(g/mL),reflux extraction for 3 h.Under the above conditions,the extraction rate of MA and OA were 91.27% and 94.73% respectively,and the total yield of extracts was 23.38%."
s2orc_13394,Schizophrenia - From devilry to disease,"Symptoms of psychotic diseases historically instilled fear and distrust in onlookers, who associated them with witchcraft, demonic spirits, and the devil. From Egyptian medicine to medieval witch hunts, psychotic diseases have been associated with the supernatural throughout history. Yet even with advancements in neuroscience and improvements in our understanding of mental illness, stigma surrounding mental health remains prevalent today. Schizophrenia is a psychiatric illness which has evaded a clinical definition until relatively recently; even now, the precise features that constitute a schizophrenic patient are open to dispute. This article explores the ancient history of mental health with a particular emphasis on psychosis, and also considers the changing attitudes and understanding of schizophrenia throughout the last century, leading to its clinical definition as a treatable condition."
s2orc_13395,A gridded ionization chamber with a movable cathode for precise measurements of W-values in highly purified rare gases,Abstract A single gridded ionization chamber with a movable cathode was constructed in order to measure W -values in highly purified rare gases without ambiguity. The chamber gases were continuously purified with a purifier filled with many pellets of titanium-barium getter. The purifier proved to be so powerful as to reduce impurities in rare gases to the level of 1 ppb or less. Performance tests of the chamber were made by measurements of W -values of argon-methane mixtures relative to that of argon. The measurements were made with a precision of ±0.14%.
s2orc_13396,Transient Analysis of Secondary-Side Passive Residual Heat Removal System,"One design scheme for secondary-side passive residual heat removal system is presented based on the prototype of AP1000 primary system.The RELAP5/MOD3.2 is used to simulate and analyze the transient process of the PRHR system during blackout accident.In addition,the factors having effects on the capacity of natural circulation and the stability of interface between cold and hot fluid in density lock are analyzed based on the calculation results.The results show that the core residual heat is able to be removed effectively using natural circulation,and the capacity of system can be assured by the PRHR system which is rationally designed,and the height difference between steam generator and PRHR heat exchanger and the local resistance in density lock are the principal factors having effects on the operating capacity of system."
s2orc_13397,Level Set Models for Analysis of 2D and 3D Echocardiographic Data,"We propose a partial differential equation (PDE) for filtering and segmentation of echocardiographic images based on a geometric-driven scheme. The method allows edge-preserving image smoothing and a semi-automatic segmentation of the heart chambers, that regularizes the shapes and improves edge fidelity especially in presence of distinct gaps in the edge map as is common in ultrasound imagery. A numerical scheme for solving the proposed PDE is borrowed from level set methods. Results on human in vivo acquired 2D, 2D+time,3D, 3D+time echocardiographic images are shown."
s2orc_13398,Effect of endothelial progenitor cell transplantation on cardiac function in rabbits with myocardial infarction,"AIM:To explore the effect of endothelial progenitor cell transplantation on cardiac function in rabbits with myocardial infarction.METHODS:Forty rabbits were randomly divided into two groups:experiment group and control group.After two weeks,myocardial infarction was induced by ligating the left anterior descending branch of the coronary artery and both groups received standard drug therapy.Four weeks after transplantation,changes in cardiac function were examined by echocardiography and brain natriuretic peptide(BNP)levels.RESULTS:Left ventricular ejection fraction(LVEF)and sizes of LVEDD in post-transplantation group were not significantly different from those pre-transplantation and in control group.Plasma BNP level decreased significantly at 4 weeks after endothelial progenitor cell transplantation compared with pre-transplantation and in control group(P0.05).CONCLUSION:Endothelial progenitor cell transplantation improves cardiac function after myocardial infarction."
s2orc_13399,Thermodynamic Study of the Overall Performance of an Air-Turbine Steam-Turbine Combined-Cycle Power Plant Based on First-Law as Well as Second-Law Analysis,"The overall performance of an air-turbine steam-turbine combined-cycle power plant that is similar to a recent invention has been studied based on first-law as well as second-law analysis. It has been shown that the prerequisite for such a power plant to achieve a high overall performance is an air-turbine air-heater system having a high second-law efficiency which is not sensitive to the compressor compression ratio of the air-turbine cycle. For optimum performance, a moderate cycle pressure ratio (say 8 to 14) may be used for TIT of 1700°F (926.7°C).Copyright © 1991 by ASME"
s2orc_13400,Multiphase flow analysis of oil shale retorting,"Several multiphase phenomena occur during oil shale retorting. An analysis is presented of two of these processes including condensation of oil shale vapor and oscillations of pressure in oil shale blocks through cracked bedding planes. Energy conservation equations for oil shale retorting, which include the effects associated with condensation of oil, are derived on the basis of two phase flow theory. It is suggested that an effective heat capacity associated with the latent heat of condensation should be included in the modeling of simulated modified in-situ oil shale retorting. A pressure propagation equation for fast transients in oil shale cracks has been derived and examined in view of existing experimental data. For slow processes, a limiting solution for maximum pressure in oil shale rocks has been obtained. Generation of high pressures in rocks by thermal or other means may lead to rock fracture which may be taken advantage of in modified in-situ oil shale processing."
s2orc_13401,"Network, network terminal devices and ip address management method and a program for use therewith","When a communication malfunction occurs in the transmission line (100) between routers (13,23), and operation is carried out by a backup system control device (21), IP telephone terminals (22-1,22-n) can connect to the backup system control device (21) through the use of an IP address that is previously acquired from the address management device (12) and saved. When the transmission line has been restored, the IP telephone terminals reconnect to the address management device (12) so that operation can be carried out using an IP address under the control of the address management device. In a system that is operated by DHCP, it is thereby possible to construct a network that can be operated without installing a DHCP server at each remote station (Fig. 1)."
s2orc_13402,"History of the International Union for Vacuum Science, Technique, and Applications","The 30th anniversary of the International Union for Vacuum Science, Technique, and Applications (IUVSTA) will be celebrated during its 1986–1989 triennium. The Union had its beginning on 13 June 1958 in Namur, Belgium, at the First International Congress on Vacuum Technology. This meeting, organized under the leadership of Emile Thomas, was the first large international meeting of vacuists with over 500 participants from 26 countries. The meeting met with much enthusiasm and Medard W. Welch suggested the creation of an international committee to organize future such congresses in different countries. This led to the formation of the International Organization for Vacuum Science and Technology (IOVST) with Professor Thomas serving as President. At that time only three or four countries had their own national vacuum society, and consequently the IOVST was able to attract individuals and corporate members from many countries that had no other platform for the exchange of information on vacuum science. The IO..."
s2orc_13403,Drug-Related Syndromes in Clinical Nephrology,"The major clinical presentations of disease to a nephrologist can be grouped into six general areas: acute renal failure, chronic renal failure, nephrotic syndrome, fluid-electrolyte disorders, acid-base disturbances, and the uremic symptom-complex. Each of these major clinical syndromes can be caused by, or related to, drugs or environmental toxins. Prototype drugs can be used to highlight the features of each drug-related syndrome. Although it is preventable, drug-related disease may present opportunities to learn about general pathophysiologic mechanisms in clinical nephrology."
s2orc_13404,When Should F-18 Fdg Pet/ct Be Used Instead of 68ga-dota-peptides to Investigate Metastatic Neuroendocrine Tumors?,"A 67-year-old man, previously operated for a pancreatic neuroendocrine tumor (NET), had progressive increase of serum chromogranin A during follow-up. Sequential 68Ga-DOTA-NOC and F-18 FDG PET/CT were performed. 68Ga-DOTA-NOC imaging was negative, whereas F-18 FDG PET/CT showed 2 hypermetabolic hepatic lesions demonstrated at CT-guided biopsy as metastatic deposits from a high-grade (G3) aggressive NET. Despite the large consensus of SPECT or PET with radiolabeled somatostatin analogs as first choice in functional imaging for detecting NETs metastasis, F-18 FDG may occasionally be the right tracer to provide accurate diagnostic and prognostic information in aggressive G3 NET."
s2orc_13405,Mechanical properties of cellulose acetate propionate/aliphatic polyester blends,"Useful blends of cellulose esters with other higher molecular weight polymers are generally unknown. Two aliphatic polyesters, poly(tetramethylene glutarate) (PTG) and poly(tetramethylene succinate) (PTS), have been thermally compounded with cellulose acetate propionate (CAP) in the range of 10–40 wt % polyester. These blends have been injection molded, and the mechanical properties of the molded bars were compared to bars molded from CAP plasticized with a low molecular weight diester, dioctyl adipate (DOA). The CAP/aliphatic polyester blends have significantly higher tensile strengths, flexural moduli, heat deflection temperatures, and greater hardness values than the corresponding CAP/DOA blends. © 1994 John Wiley & Sons, Inc."
s2orc_13406,Process control software design for aircraft in hardware-in-the-loop simulation system,"The process control software of the distributed integrated simulation system is an importance part of the hardware-in-the-loop simulation application software.The function in the software is the realization of the progress control,information feedback and the data interaction among the host and the sub-system.The control flow and architecture were planned and designed accurately,and certain types of problems,such as converting data,interactive real-time plotting,and fault localization,were solved in the process.Thus the real-time and effective properties during the process of performing the system were guaranteed.This software has been used in the hard-in-loop simulation experiment of the aircraft."
s2orc_13407,The association of gene polymorphisms of IL-4 C-590T and IL-4R Q576R with atherothrombotic cerebral infarction,"Objective To elucidate the associations of gene polymorphism of IL-4 C-590T and IL-4R Q576R gene polymorphism with atherothrombotic cerebral infarction.Methods 159 patients with atherothrombotic cerebral infarction,as well as 151 control subjects were recruited.Genotyping among study subjects was carried out by polymerase chain reaction (PCR)-restriction fragment length polymorphism (RFLP).Results The genotypes and allele frequencies in IL-4 C-590T and IL-4R Q576R were found no difference among patients with cerebral infarction and control subjects.The genotype of IL-4 590T/IL-4R 576R had a significantly increased risk for cerebral infarction.Conclusion The polymorphism of IL-4 C-590T and IL-4R Q576R is not associated with the risk of atherothrombotic cerebral infarction in Hunan Han population.The genotype of IL-4 590T/IL-4R 576R is found to be independent predictors of atherothrombotic cerebral infarction in Hunan Han population."
s2orc_13408,Decomposition and synthesis of nonlinear n-ports,"This paper represents a sequel to the recent work on algebraic n-ports [1]. The problem of synthesis leads naturally to a consideration of canonic decomposition of nonlinear n -ports into basic building blocks. In particular, every current-controlled {voltage-controlled} resistive 2-port is shown to be realizable in a canonic form consisting of a series {parallel} connection between a reciprocal nonlinear 2-port and an element of a new class of nonlinear 2-ports called quasiantireciprocal 2-ports. This basic result is then generalized to allow the synthesis of a very large class of nonlinear n -ports in terms of only two building blocks; namely, reciprocal n -ports and quasi-antireciprocal n -ports. Moreover, the class of quasi-antireciprocal n -ports is shown to be realizable in terms of only nonlinear resistive 1-ports, reciprocal 2-ports, and gyrators."
s2orc_13409,Mental and motor development of Peruvian children treated for severe malnutrition,"Twenty-seven children from the slums of Lima, Peru hospitalized and treated for severe protein-calorie malnutrition were given the Bayley Infant Scale of Mental Development and the Bayley Infant Scale of Motor Develop­ment. They ranged in age front eleven to thirty-two months with a mean age of 19.5 months. Only two of the children obtained scores above the basal levels of the Scales, thus indicating severe mental and motor retardation despite their apparent somatic recovery from starvation. There was, however, a degree of motor improvement relative to the duration of hospitalization. Eight sibling controls from the slums scored with the normal range for their age, according to the American standardization of Scales."
s2orc_13410,Short Circuit Reliability Study of Automotive Traction Inverter Power Module,"Short circuit capability of power semiconductor device is a customer requirement for automotive traction inverter applications. This study provides a statistical approach to quantify the short circuit capability of a power module. A total of 75 out of the targeted 90 samples of a specific power module design is subjected to combinations of operating bus voltage, pulse width and temperature. Data collected provides insight on effect of heat soak duration and failure distribution of the population. Semiconductor response to short circuit energy beyond safe operating area and the corresponding failure modes are analyzed."
s2orc_13411,Computer Design of Small Electronic Transformers,"Electronic computer program development for small power transformers is described. The methods used are applicable to simple open type designs rated up to 3 kw and up to 1000 volts working with primary and secondary taps. Computer operating time averages 2.5 minutes; most of this is the time required for feeding in the rating data and reading the computer output. Design information includes core, turns, turns per layer, wire size, winding height, winding resistances, regulation, secondary terminal voltage, and total of core and coil losses. An example is given to illustrate the procedure and some incidental advantages of computer design are indicated."
s2orc_13412,Is the pen mightier than the keyboard?,"The authors investigate whether pen-based interfaces are acceptable for general business applications in terms of user performance and user preferences. In six experiments novice and experienced subjects compared a pen-based interface to a keyboard across four general business applications: text editing, spreadsheet, graphics, and disk management. The study found that subjects executed most of the tasks more slowly with a pen-based interface than with the keyboard. Subjects reported that the handwriting recognition component of the pen-based interface was too inaccurate, too slow, and too demanding for user attention. However, they responded well to the touch-button software navigation and screen position control components, suggesting potential for future use. >"
s2orc_13413,Portable electronic device for measuring a physical quantity,"Portable electronic device for measuring a physical quantity, including at least one sensor device that measures and converts the value, or variation, of a physical quantity into an analog electrical signal and an electronic device, which acquires the analog electrical signal, converts it into digital format and calculates the engineering value in real time, comprising two distinct physical units operationally connected in a dismountable manner, of which: the first of said physical units is a smart mobile electronic device; and wherein the second of said physical units comprises said at least one electrical/electronic sensor device, a jack connector corresponding to said microphone connecting port on said first unit, and electrical/electronic means that convert said analog electrical signal, generated by said at least one sensor device, into a frequency value and transmit it to said output jack connector."
s2orc_13414,Revisiting Bacterial Ubiquitin Ligase Effectors: Weapons for Host Exploitation,"Protein ubiquitylation plays a central role in eukaryotic cell physiology. It is involved in several regulatory processes, ranging from protein folding or degradation, subcellular localization of proteins, vesicular trafficking and endocytosis to DNA repair, cell cycle, innate immunity, autophagy, and apoptosis. As such, it is reasonable that pathogens have developed a way to exploit such a crucial system to enhance their virulence against the host. Hence, bacteria have evolved a wide range of effectors capable of mimicking the main players of the eukaryotic ubiquitin system, in particular ubiquitin ligases, by interfering with host physiology. Here, we give an overview of this topic and, in particular, we detail and discuss the mechanisms developed by pathogenic bacteria to hijack the host ubiquitination system for their own benefit."
s2orc_13415,Practical Dimensions of the Debate Strategy vs Structure of Trace Group Hold AD,This article represents a continuation of the debate over the interaction between strategy and structure. The research is based on the evolution of the Bulgarian construction holding company Trace Group Hold AD. It outlines the development of the holding company throughout its three stages characterized by the employment of different strategies and structures. The summarized analysis of the path traversed by Trace Group Hold AD points to the thesis that strategy determines structure. Another important conclusion is that the interaction between strategy and structure should be viewed as a dynamic development cycle rather than as a flat correlation between the two categories
s2orc_13416,Method of undersea pipe of realization comprising welding and anticorrosion linings,"Method for producing subsea pipelines (1) steel intended to convey corrosive fluids and in particular water comprising the steps of: 1) workshop is carried down the assembly by welding of the first (41) Steel carbon respective ends of at least two unitary pipe elements (2a-2d) to form trains (3a-3b) to conduct said first welds are protected by first liners (61) and2) at sea is carried out from a laying vessel (20) assembled by second welds (42) anti corrosion of stainless steel or corrosion resistant respective ends of said paddles alloy (3a-3b) to form a said pipe, the ends ( 31, 32) of said paddles each comprising an anti-corrosion coating (5) at the same said stainless steel or corrosion resistant alloy extending on the inner surface of carbon steel of each said unit pipe element on a terminal first length (I1) of at least 4 times, preferably 4 to 20 times the thickness of the pipe wall."
s2orc_13417,"Advances in TCE-degrading thermophilic, mesophilic, and alkaline-resistant organisms","Trichloroethylene (TCE) is a chlorinated organic solvent that has been widely used in metal processing, electronics, dry cleaning, paint and many other industries. The methylotrophic bacteria have been shown to co-metabolize TCE. These organisms have been utilized as degraders of TCE in aquifers which suggests that the use of methylotrophs is a practical solution for TCE contamination. Electroosmosis is a relatively old technique used to dewater soils. Electroosmosis uses a direct-current electric field to induce a motion of a liquid and dissolved ions that transports the contaminants in the electric field. This technique is limited to fairly soluble contaminants like benzene, toluene, xylene, phenol, and chlorinated solvents. This technique creates highly acidic and basic zones in the soil. The process can also raise the temperature of the soil substantially. We are selecting methylotrophs to survive and degrade TCE in this environment."
s2orc_13418,"Naturalism, Culture and the Will to Power in August Strindberg's The Father and Miss Julie","This essay questions whether Strindberg's naturalistic plays such as The Father and Miss Julie can be read as an autobiographical text. The purpose of this question is two-fold. First, it is to argue that those two plays as naturalistic texts are at odds with the conceptual categories of autobiography since the former requires both the artist's detached attitudes towards his own art and scientific objectivity in representing reality. Second, it is to read those plays in a broader context by re-conceptualizing them as a cultural production. Culture in this essay is extended to the intellectual milieu and the scientific discoveries of the time. Strindberg was well versed in psychological and sociological theories of the past and the present. In his dramatization of the adverse reality of human relationships in The Father and Miss Julie, the playwright incorporates what he learned from the influential thinkers of the time including Freud, Herbert Spencer and Nietzsche."
s2orc_13419,Habitat fragmentation may not matter to species diversity,"Conservation biologists worry that fragmenting a bloc of natural habitat might reduce its species diversity. However, they also recognize the difficulty and importance of isolating the effect of fragmentation from that of simple loss of area. Using two different methods (species–area curve and Fisher's α index of diversity) to analyse the species diversities of plants, tenebrionid beetles and carabid beetles in a highly fragmented Mediterranean scrub landscape, we decoupled the effect of degree of fragmentation from that of area loss. In this system, fragmentation by itself seems not to have influenced the number of species. Our results, obtained at the scale of hectares, agree with similar results at island and continent scales."
s2orc_13420,A global compendium of human Crimean-Congo haemorrhagic fever virus occurrence,"In order to map global disease risk, a geographic database of human Crimean-Congo haemorrhagic fever virus (CCHFV) occurrence was produced by surveying peer-reviewed literature and case reports, as well as informal online sources. Here we present this database, comprising occurrence data linked to geographic point or polygon locations dating from 1953 to 2013. We fully describe all data collection, geo-positioning, database management and quality-control procedures. This is the most comprehensive database of confirmed CCHF occurrence in humans to-date, containing 1,721 geo-positioned occurrences in total."
s2orc_13421,Speaking about emotional events in hospital The role of health-care professionals in children emotional experiences,"This paper presents a qualitative study aimed at exploring the role of health-care professionals in hospitalized children’s emotional experiences. A total of 27 children and adolescents from ages 6 to 15 years admitted to the Pediatric Hematology and Oncology ward of an Italian hospital participated in the study. Each participant was asked to talk about an emotional experience of happiness, anger, sadness and fear, felt in the presence of a doctor or nurse on the ward. The emotional tales were coded and analyzed qualitatively. The results showed that all the emotions considered were experienced when the staff was present, nurses in particular. Doctors and nurses played a role of active participants, encouraging children’s emotions, especially for happy events. More research is needed to clarify the role of the staff in supporting children to cope with negative emotions."
s2orc_13422,Water in continental lower crust and lithospheric mantle: a FTIR study from xenoliths,"Water of nominally anhydrous minerals in lower crustal granulite xenoliths and mantle peridotite xenoliths from Hannuoba and Nushan,North China Craton,were investigated by FTIR.The results show that the nominally anhydrous clinopyroxene,orthopyroxene and plagioclase in these samples can contain trace amounts of water dominated by OH.Based on these water data,the distribution of water in the lower crust and upper mantle and between them was discussed,respectively.It is indicated that water content in the deep continental lithosphere,including the deep crust and upper mantle,is laterally and vertically heterogeneous.Possible origins accounting for these heterogeneities were also discussed."
s2orc_13423,Combined antegrade and retrograde ureteral stenting: the rendezvous technique.,"Ureteral stenting is a routine procedure in endourology. To increase the success rate in difficult cases, it may be helpful to use the rendezvous technique, a combined antegrade and retrograde approach. We performed 16 urological rendezvous in 11 patients with ureteral strictures or urologic lesions. The combined approach was successful in all patients, without morbidity or mortality. In our experience the rendezvous technique increased the success rate of antegrade ureteral stenting from 78.6 to 88.09% (p > 0.05). This procedure is a valid option in case of failure of conventional ureteral stenting."
s2orc_13424,Nonminimally coupled scalar field and Ashtekar variables.,"The nonminimal coupling of a scalar field is considered in the framework of Ashtekar's new variables formulation of gravity. A first-order action functional for this system is derived in which the field variables are a tetrad field, and an SL(2,{ital C}) connection, together with the scalar field. The tetrad field and the SL(2,{ital C}) connection are related to the Ashtekar variables for the vacuum case by a conformal transformation. A canonical analysis shows that for this coupling the equations of Ashtekar's formulation of canonical gravity are nonpolynomial in the scalar field."
s2orc_13425,Сurricular Impact of International Trends on the Russian Linguistic Education System,"In the context of globalization the promotion of the necessary international dimensions in higher education and research of innovative teaching methods and techniques become relevant. These innovations presuppose not only the reformation of the whole degree system but also the creation of a new curriculum, completely different from the existing one. The traditional teaching approach where the training of practice material is preceded by rule-presentation (explanation + mechanical formoriented practice) doesn’t meet the requirements of constantly developing rational language processing. Contemporary studies are considering the ways how to allow second language learners to be rational in the sense that their mental models of language functioning are the most optimal. This paper outlines current trends in the Russian educational system and cognitive perspectives on second language teaching. ABSTRACT"
s2orc_13426,Fracture of a model cohesive granular material,"We study experimentally the fracture mechanisms of a model cohesive granular medium consisting of glass beads held together by solidified polymer bridges. The elastic response of this material can be controlled by changing the cross-linking of the polymer phase, for example. Here we show that its fracture toughness can be tuned over an order of magnitude by adjusting the stiffness and size of the polymer bridges. We extract a well-defined fracture energy from fracture testing under a range of material preparations. This energy is found to scale linearly with the cross-sectional area of the bridges. Finally, X-ray microcomputed tomography shows that crack propagation is driven by adhesive failure of about one polymer bridge per bead located at the interface, along with microcracks in the vicinity of the failure plane. Our findings provide insight to the fracture mechanisms of this model material, and the mechanical properties of disordered cohesive granular media in general."
s2orc_13427,Toward User-Centered Patient Safety Event Reporting System: A Trial of Text Prediction in Clinical Data Entry.,"As a primary source for learning from lessons, patient safety event reporting systems have been widely adopted. Nevertheless, underreporting and low quality of reports pervade the system. To address these issues, the study proposed two text prediction functions as data entry aids to system users. With 52 subjects, a two-group randomized experiment was conducted to quantify the impacts in terms of the reporting efficiency, quality, and usability attitudes. Consequentially, on structured data entry, the results were an overall 13.0% time reduction and 3.9% increase of response accuracy with the functions; on unstructured data entry, there was an overall 70.5% increase in the text generation rate, a 34.1% increase in the reporting completeness score, and a 14.5% reduction on the amount of text fields ignored by subjects. Subjects' usability attitudes were slightly improved with the proposed functions according to the questionnaire results."
s2orc_13428,A Novel Approach to Dynamic ID-Based Remote User Authentication Scheme for Multi-server Environment,"Since the number of server providing the facilities for users is usually more than one, remote user authentication schemes used for multi-server architectures, rather than single server circumstance, is considered. In 2009, Hsiang and Shih proposed an “Improvement of the secure dynamic ID based remote user authentication scheme for multi-server environment” that uses dynamic ID instead of static ID to achieve user’s anonymity for verifying the legitimacy of a remote login user. In this paper, we analyze their protocol and demonstrate that it cannot achieve true anonymity and has some other weaknesses. We further propose the improvements to avoid those security problems. Besides user privacy, the key features of our scheme are including no verification table, freely chosen password, mutual authentication, low computation and communication cost, single registration, session key agreement, and being secure against the related attacks."
s2orc_13429,Information processing method and device,"The embodiment of the invention provides an information processing method and device. The method comprises the steps that size information of a plurality of pieces of clothes and size information of a user are acquired, wherein the size information is used for indicating the size of at least one of the shoulder breadth, the chest circumference, the waistline, the hipline and the clothes length, and at least part of the clothes are ranked according to the size information of the clothes and the size information of the user; a ranking result is shown. By means of the information processing method and device, at least part of clothes can be ranked according to the size information of the user and the size information of the standby clothes, and the ranking result is presented to the user. Due to the fact that the size information of the clothes is taken into consideration, the result presented to the user is more accurate, the user can conveniently screen the clothes sizes, and the user experience is improved."
s2orc_13430,VLSI Implementation of Segmentation of Single Channel ECG,"In this paper the implementation of extraction of respiratory signal from ECG signal in very large scale integration (VLSI) using discrete wavelet transform (DWT) is discussed. The Indirect method to obtain the respiratory signal from ECG can benefit both respiratory and cardiac activities. The accuracy of the extracted respiratory signal will be high. The implementation is based on bit serial approach (BS) which substitute multiply and accumulate operations. BS provides a multiplication-free method for calculating inner products of fixed-point data. But increase in filter order leads complexity. Here we propose high-speed and low power architecture. The proposed method is implemented in hardware description language and verified via simulation. The proposed architecture scheme yields significantly reduced complexity, less area and high speed features."
s2orc_13431,Finite Element Simulation Analysis of the Ultrasonic Vibration Forging of an Aluminum Cylinder Workpiece,"The propagation of high intensity ultrasonic wave in the solids can greatly affect the material properties. In this paper, the deformation characteristics of the ultrasonic vibration forging were investigated. For the ultrasonic vibration forging, the ultrasonic wave propagates in the specimen during the forming process. A detailed analysis and understanding of the mechanism of improvement is not possible on the basis of conventional experimental observations because ultrasonic vibration processing phenomenon occurs at a high speed. Hence, in order to study the mechanism of ultrasonic vibration forging, the finite element modeling was performed by using Abaqus/explicit. The metal flow of the ultrasonic vibration forging is totally different from the conventional one, and there is no “drum” effect in the forming process, which is the main characteristic in the conventional forging. Moreover, the stress and equivalent plastic strain distributions after the ultrasonic vibration forging process were explored."
